,pp,ap,mp,kp
0,A,new,N_A,
1,A,new,N_A^',
2,A,send,N_A,
3,A,send,N_A^',
4,B,receive,N_A,
5,B,receive,N_A^',
6,B,sign,ID_A,Pri_B
7,B,sign,N_A,Pri_B
8,B,encrypt,ID_B,Pub_A
9,B,sign,ID_B,Pri_B
10,B,new,N_B,
11,B,encrypt,N_B,Pub_A
12,B,sign,N_B,Pri_B
13,B,send,ID_A,Pri_B
14,B,send,N_A,Pri_B
15,B,send,ID_B,Pub_A Pri_B
16,B,send,N_B,Pub_A Pri_B
17,A,receive,ID_A,Pri_B
18,A,receive,N_A,Pri_B
19,A,receive,ID_B,Pub_A Pri_B
20,A,receive,N_B,Pub_A Pri_B
21,A,verify,ID_A,Pub_B
22,A,verify,N_A,Pub_B
23,A,decrypt,ID_B,Pri_A
24,A,verify,ID_B,Pub_B
25,A,decrypt,N_B,Pri_A
26,A,verify,N_B,Pub_B
27,A,send,N_B,
28,B,receive,N_B,
