,pp,ap,mp,kp
0,B,new,N_B,
1,B,new,N_B^',
2,B,send,ID_B,
3,B,send,ID_A,
4,B,send,N_B,
5,B,send,N_B^',
6,A,receive,ID_B,
7,A,receive,ID_A,
8,A,receive,N_B,
9,A,receive,N_B^',
10,A,encrypt,ID_A,K_AS
11,A,encrypt,ID_S,K_AS
12,A,encrypt,ID_B,K_AS
13,A,encrypt,K_AB,K_AS
14,A,encrypt,ID_A,K_AS
15,A,new,T_A,
16,A,encrypt,T_A,K_AS
17,A,encrypt,N_B,K_AS
18,A,new,N_A,
19,A,new,N_A^',
20,A,send,ID_B,
21,A,send,ID_A,
22,A,send,ID_A,K_AS
23,A,send,ID_S,K_AS
24,A,send,ID_B,K_AS
25,A,send,K_AB,K_AS
26,A,send,ID_A,K_AS
27,A,send,T_A,K_AS
28,A,send,N_B,K_AS
29,A,send,N_A,
30,A,send,N_A^',
31,S,receive,ID_B,
32,S,receive,ID_A,
33,S,receive,ID_A,K_AS
34,S,receive,ID_S,K_AS
35,S,receive,ID_B,K_AS
36,S,receive,K_AB,K_AS
37,S,receive,ID_A,K_AS
38,S,receive,T_A,K_AS
39,S,receive,N_B,K_AS
40,S,receive,N_A,
41,S,receive,N_A^',
42,S,decrypt,ID_A,K_AS
43,S,decrypt,ID_S,K_AS
44,S,decrypt,ID_B,K_AS
45,S,decrypt,K_AB,K_AS
46,S,decrypt,ID_A,K_AS
47,S,decrypt,T_A,K_AS
48,S,decrypt,N_B,K_AS
49,S,encrypt,ID_S,K_AS
50,S,encrypt,ID_B,K_AS
51,S,encrypt,ID_B,K_AS
52,S,encrypt,K_AB,K_AS
53,S,encrypt,ID_A,K_AS
54,S,encrypt,N_B,K_AS
55,S,send,ID_S,K_AS
56,S,send,ID_B,K_AS
57,S,send,ID_B,K_AS
58,S,send,K_AB,K_AS
59,S,send,ID_A,K_AS
60,S,send,N_B,K_AS
61,B,receive,ID_S,K_AS
62,B,receive,ID_B,K_AS
63,B,receive,ID_B,K_AS
64,B,receive,K_AB,K_AS
65,B,receive,ID_A,K_AS
66,B,receive,N_B,K_AS
