,pp,ap,mp,kp
0,A,encrypt,ID_A,Password_A
1,A,encrypt,ID_B,Password_A
2,A,encrypt,a^x,Password_A
3,A,new,N_A,
4,A,send,ID_A,Password_A
5,A,send,ID_B,Password_A
6,A,send,a^x,Password_A
7,A,send,N_A,
8,B,receive,ID_A,Password_A
9,B,receive,ID_B,Password_A
10,B,receive,a^x,Password_A
11,B,receive,N_A,
12,B,hash,ID_A,
13,B,hash,ID_B,
14,B,encrypt,a^x,Password_A
15,B,hash,a^x,
16,B,hash,a^y,
17,B,hash,K_AB,
18,B,hash,Password_A,
19,B,send,a^y,
20,B,send,ID_A,
21,B,send,ID_B,
22,B,send,a^x,Password_A
23,B,send,a^y,
24,B,send,K_AB,
25,B,send,Password_A,
26,A,receive,a^y,
27,A,receive,ID_A,
28,A,receive,ID_B,
29,A,receive,a^x,Password_A
30,A,receive,a^y,
31,A,receive,K_AB,
32,A,receive,Password_A,
33,A,hash,ID_A,
34,A,hash,ID_B,
35,A,encrypt,a^x,Password_A
36,A,hash,a^x,
37,A,hash,a^y,
38,A,hash,K_AB,
39,A,hash,Password_A,
40,A,send,ID_A,
41,A,send,ID_B,
42,A,send,a^x,Password_A
43,A,send,a^y,
44,A,send,K_AB,
45,A,send,Password_A,
46,B,receive,ID_A,
47,B,receive,ID_B,
48,B,receive,a^x,Password_A
49,B,receive,a^y,
50,B,receive,K_AB,
51,B,receive,Password_A,
