,pp,ap,mp,kp
0,A,encrypt,ID_B,Password_B
1,A,encrypt,K_(Pub_A),Password_B
2,A,encrypt,a^x,Password_B
3,A,send,ID_B,Password_B
4,A,send,K_(Pub_A),Password_B
5,A,send,a^x,Password_B
6,B,receive,ID_B,Password_B
7,B,receive,K_(Pub_A),Password_B
8,B,receive,a^x,Password_B
9,B,new,N_B,
10,B,send,N_B,Pub_A
11,A,receive,N_B,Pub_A
12,A,new,N_B,
13,A,send,N_B,
14,B,receive,N_B,
15,B,encrypt,ID_A,Pub_A
16,B,encrypt,ID_B,Pub_A
17,B,encrypt,Password_B,Pub_A
18,B,encrypt,a^x,Pub_A
19,B,encrypt,a^y,Pub_A
20,B,hash,ID_A,
21,B,hash,ID_B,
22,B,hash,a^x,
23,B,hash,a^y,
24,B,hash,K_AB,
25,B,send,ID_A,Pub_A
26,B,send,ID_B,Pub_A
27,B,send,Password_B,Pub_A
28,B,send,a^x,Pub_A
29,B,send,a^y,Pub_A
30,B,send,ID_A,
31,B,send,ID_B,
32,B,send,a^x,
33,B,send,a^y,
34,B,send,K_AB,
35,A,receive,ID_A,Pub_A
36,A,receive,ID_B,Pub_A
37,A,receive,Password_B,Pub_A
38,A,receive,a^x,Pub_A
39,A,receive,a^y,Pub_A
40,A,receive,ID_A,
41,A,receive,ID_B,
42,A,receive,a^x,
43,A,receive,a^y,
44,A,receive,K_AB,
45,A,decrypt,ID_A,Pri_A
46,A,decrypt,ID_B,Pri_A
47,A,decrypt,Password_B,Pri_A
48,A,decrypt,a^x,Pri_A
49,A,decrypt,a^y,Pri_A
50,A,send,K_AB,K_AB
51,B,receive,K_AB,K_AB
