,pp,ap,mp,kp
0,A,new,T_A,
1,A,hash,T_A,hK_AB
2,A,encrypt,T_A,K_AB
3,A,hash,ID_B,hK_AB
4,A,encrypt,ID_B,K_AB
5,A,send,ID_B,
6,A,send,T_A,hK_AB K_AB
7,A,send,ID_B,hK_AB K_AB
8,B,receive,ID_B,
9,B,receive,T_A,hK_AB K_AB
10,B,receive,ID_B,hK_AB K_AB
11,B,decrypt,T_A,hK_AB
12,B,decrypt,T_A,K_AB
13,B,decrypt,ID_B,hK_AB
14,B,decrypt,ID_B,K_AB
15,B,new,T_B,
16,B,hash,T_B,hK_AB
17,B,encrypt,T_B,K_AB
18,B,hash,ID_A,hK_AB
19,B,encrypt,ID_A,K_AB
20,B,send,ID_A,
21,B,send,T_B,hK_AB K_AB
22,B,send,ID_A,hK_AB K_AB
23,A,receive,ID_A,
24,A,receive,T_B,hK_AB K_AB
25,A,receive,ID_A,hK_AB K_AB
26,A,decrypt,T_B,hK_AB
27,A,decrypt,T_B,K_AB
28,A,decrypt,ID_A,hK_AB
29,A,decrypt,ID_A,K_AB
