,pp,ap,mp,kp
0,A,new,N_A,
1,A,encrypt,Cert_A,K_AB
2,A,encrypt,a^x,K_AB
3,A,new,N_A^',
4,A,send,N_A,
5,A,send,Cert_A,K_AB
6,A,send,a^x,K_AB
7,A,send,N_A^',
8,B,receive,N_A,
9,B,receive,Cert_A,K_AB
10,B,receive,a^x,K_AB
11,B,receive,N_A^',
12,B,decrypt,Cert_A,K_AB
13,B,decrypt,a^x,K_AB
14,B,encrypt,ID_B,Pub_A
15,B,encrypt,ID_A,Pub_A
16,B,encrypt,a^y,Pub_A
17,B,new,N_B,
18,B,encrypt,N_B,Pub_A
19,B,new,N_A,
20,B,encrypt,N_A,Pub_A
21,B,send,ID_B,Pub_A
22,B,send,ID_A,Pub_A
23,B,send,a^y,Pub_A
24,B,send,N_B,Pub_A
25,B,send,N_A,Pub_A
26,A,receive,ID_B,Pub_A
27,A,receive,ID_A,Pub_A
28,A,receive,a^y,Pub_A
29,A,receive,N_B,Pub_A
30,A,receive,N_A,Pub_A
31,A,decrypt,ID_B,Pri_A
32,A,decrypt,ID_A,Pri_A
33,A,decrypt,a^y,Pri_A
34,A,decrypt,N_B,Pri_A
35,A,decrypt,N_A,Pri_A
36,A,new,N_B,K_AB^'
37,A,send,N_B,K_AB^'
38,B,receive,N_B,K_AB^'
