pp,ap,mp,kp
A,new,T_A, 
A,new,N_A, 
A,hash,ID_A,hK_AB
A,hash,T_A,hK_AB
A,hash,N_A,hK_AB
A,send,ID_A, 
A,send,T_A, 
A,send,N_A, 
A,send,ID_A,hK_AB
A,send,T_A,hK_AB
A,send,N_A,hK_AB
B,receive,ID_A, 
B,receive,T_A, 
B,receive,N_A, 
B,receive,ID_A,hK_AB
B,receive,T_A,hK_AB
B,receive,N_A,hK_AB
B,decrypt,ID_A,hK_AB
B,decrypt,T_A,hK_AB
B,decrypt,N_A,hK_AB
B,new,N_B, 
B,new,N_B^', 
B,encrypt,N_B^',K_BS
B,hash,N_B,hK_BS
B,hash,N_B^',hK_BS
B,hash,ID_B,hK_BS
B,send,ID_A, 
B,send,ID_B, 
B,send,T_A, 
B,send,N_A, 
B,send,N_B, 
B,send,N_B^',K_BS
B,send,N_B,hK_BS
B,send,N_B^',hK_BS
B,send,ID_B,hK_BS
S,receive,ID_A, 
S,receive,ID_B, 
S,receive,T_A, 
S,receive,N_A, 
S,receive,N_B, 
S,receive,N_B^',K_BS
S,receive,N_B,hK_BS
S,receive,N_B^',hK_BS
S,receive,ID_B,hK_BS
S,decrypt,N_B^',K_BS
S,decrypt,N_B,hK_BS
S,decrypt,N_B^',hK_BS
S,decrypt,ID_B,hK_BS
S,encrypt,ID_S,K_BS
S,encrypt,K_AB,K_BS
S,encrypt,ID_B,K_BS
S,encrypt,ID_A,K_BS
S,encrypt,N_B^',K_BS
S,send,ID_S,K_BS
S,send,K_AB,K_BS
S,send,ID_B,K_BS
S,send,ID_A,K_BS
S,send,N_B^',K_BS
B,receive,ID_S,K_BS
B,receive,K_AB,K_BS
B,receive,ID_B,K_BS
B,receive,ID_A,K_BS
B,receive,N_B^',K_BS
B,decrypt,ID_S,K_BS
B,decrypt,K_AB,K_BS
B,decrypt,ID_B,K_BS
B,decrypt,ID_A,K_BS
B,decrypt,N_B^',K_BS
B,encrypt,ID_S,K_AB
B,encrypt,K_AB^',K_AB
B,encrypt,ID_B,K_AB
B,encrypt,ID_A,K_AB
B,encrypt,N_A,K_AB^'
B,encrypt,N_B,K_AB^'
B,send,ID_S,K_AB
B,send,K_AB^',K_AB
B,send,ID_B,K_AB
B,send,ID_A,K_AB
B,send,N_A,K_AB^'
B,send,N_B,K_AB^'
A,receive,ID_S,K_AB
A,receive,K_AB^',K_AB
A,receive,ID_B,K_AB
A,receive,ID_A,K_AB
A,receive,N_A,K_AB^'
A,receive,N_B,K_AB^'
A,decrypt,ID_S,K_AB
A,decrypt,K_AB^',K_AB
A,decrypt,ID_B,K_AB
A,decrypt,ID_A,K_AB
A,decrypt,N_A,K_AB^'
A,decrypt,N_B,K_AB^'
A,encrypt,N_B+1,K_AB^'
A,send,N_B+1,K_AB^'
B,receive,N_B+1,K_AB^'
B,decrypt,N_B+1,K_AB^'
