,pp,ap,mp,kp
0,A,new,N_A,
1,A,new,N_A^',
2,A,send,ID_A,
3,A,send,N_A,
4,A,send,N_A^',
5,B,receive,ID_A,
6,B,receive,N_A,
7,B,receive,N_A^',
8,B,new,N_B,
9,B,new,N_B^',
10,B,send,ID_A,
11,B,send,ID_B,
12,B,send,N_A,
13,B,send,N_B,
14,B,send,N_B^',
15,S,receive,ID_A,
16,S,receive,ID_B,
17,S,receive,N_A,
18,S,receive,N_B,
19,S,receive,N_B^',
20,S,encrypt,ID_A,K_BS
21,S,encrypt,N_B,K_BS
22,S,encrypt,K_AB,K_BS
23,S,encrypt,ID_B,K_AS
24,S,encrypt,ID_B,K_BS
25,S,encrypt,N_A,K_AS
26,S,encrypt,N_A,K_BS
27,S,encrypt,K_AB,K_AS
28,S,encrypt,K_AB,K_BS
29,S,send,ID_A,K_BS
30,S,send,N_B,K_BS
31,S,send,K_AB,K_BS
32,S,send,ID_B,K_AS K_BS
33,S,send,N_A,K_AS K_BS
34,S,send,K_AB,K_AS K_BS
35,B,receive,ID_A,K_BS
36,B,receive,N_B,K_BS
37,B,receive,K_AB,K_BS
38,B,receive,ID_B,K_AS K_BS
39,B,receive,N_A,K_AS K_BS
40,B,receive,K_AB,K_AS K_BS
41,B,decrypt,ID_A,K_BS
42,B,decrypt,N_B,K_BS
43,B,decrypt,K_AB,K_BS
44,B,decrypt,ID_B,K_BS
45,B,decrypt,N_A,K_BS
46,B,decrypt,K_AB,K_BS
47,B,encrypt,ID_B,K_AS
48,B,encrypt,N_A,K_AS
49,B,encrypt,K_AB,K_AS
50,B,encrypt,ID_A,K_BS
51,B,new,T_B,
52,B,encrypt,T_B,K_BS
53,B,encrypt,K_AB,K_BS
54,B,send,ID_B,K_AS
55,B,send,N_A,K_AS
56,B,send,K_AB,K_AS
57,B,send,ID_A,K_BS
58,B,send,T_B,K_BS
59,B,send,K_AB,K_BS
60,B,send,N_B,
61,A,receive,ID_B,K_AS
62,A,receive,N_A,K_AS
63,A,receive,K_AB,K_AS
64,A,receive,ID_A,K_BS
65,A,receive,T_B,K_BS
66,A,receive,K_AB,K_BS
67,A,receive,N_B,
68,A,decrypt,ID_B,K_AS
69,A,decrypt,N_A,K_AS
70,A,decrypt,K_AB,K_AS
71,A,new,N_B,
72,A,encrypt,ID_B,K_AS
73,A,new,T_A,
74,A,encrypt,T_A,K_AS
75,A,encrypt,K_AB,K_AS
76,A,send,N_B,
77,A,send,ID_B,K_AS
78,A,send,T_A,K_AS
79,A,send,K_AB,K_AS
80,S,receive,N_B,
81,S,receive,ID_B,K_AS
82,S,receive,T_A,K_AS
83,S,receive,K_AB,K_AS
84,S,decrypt,ID_B,K_AS
85,S,decrypt,T_A,K_AS
86,S,decrypt,K_AB,K_AS
