,pp,ap,mp,kp
0,A,encrypt,ID_B,Password_A
1,A,encrypt,K_(Pub_A),Password_A
2,A,new,N_A,
3,A,encrypt,N_A,Password_A
4,A,encrypt,a^x,Password_A
5,A,send,ID_B,Password_A
6,A,send,K_(Pub_A),Password_A
7,A,send,N_A,Password_A
8,A,send,a^x,Password_A
9,B,receive,ID_B,Password_A
10,B,receive,K_(Pub_A),Password_A
11,B,receive,N_A,Password_A
12,B,receive,a^x,Password_A
13,B,new,N_B,
14,B,encrypt,N_B,Pub_A
15,B,encrypt,N_A+1,Pub_A
16,B,encrypt,a^x,Pub_A
17,B,send,N_B,Pub_A
18,B,send,N_A+1,Pub_A
19,B,send,a^x,Pub_A
20,A,receive,N_B,Pub_A
21,A,receive,N_A+1,Pub_A
22,A,receive,a^x,Pub_A
23,A,decrypt,N_B,Pri_A
24,A,decrypt,N_A+1,Pri_A
25,A,decrypt,a^x,Pri_A
26,A,new,N_B,
27,A,send,N_B,
28,B,receive,N_B,
29,B,encrypt,ID_A,Password_A
30,B,encrypt,ID_A,Pub_A
31,B,encrypt,ID_B,Password_A
32,B,encrypt,ID_B,Pub_A
33,B,new,N_A^',
34,B,encrypt,N_A^',Password_A
35,B,encrypt,N_A^',Pub_A
36,B,encrypt,a^x,Password_A
37,B,encrypt,a^x,Pub_A
38,B,new,N_B^',
39,B,encrypt,N_B^',Password_A
40,B,encrypt,N_B^',Pub_A
41,B,encrypt,a^y,Password_A
42,B,encrypt,a^y,Pub_A
43,B,send,ID_A,Password_A Pub_A
44,B,send,ID_B,Password_A Pub_A
45,B,send,N_A^',Password_A Pub_A
46,B,send,a^x,Password_A Pub_A
47,B,send,N_B^',Password_A Pub_A
48,B,send,a^y,Password_A Pub_A
49,A,receive,ID_A,Password_A Pub_A
50,A,receive,ID_B,Password_A Pub_A
51,A,receive,N_A^',Password_A Pub_A
52,A,receive,a^x,Password_A Pub_A
53,A,receive,N_B^',Password_A Pub_A
54,A,receive,a^y,Password_A Pub_A
55,A,decrypt,ID_A,Pri_A
56,A,decrypt,ID_B,Pri_A
57,A,decrypt,N_A^',Pri_A
58,A,decrypt,a^x,Pri_A
59,A,decrypt,N_B^',Pri_A
60,A,decrypt,a^y,Pri_A
61,A,encrypt,ID_B,K_AB
62,A,encrypt,N_B^'+1,K_AB
63,A,send,ID_B,K_AB
64,A,send,N_B^'+1,K_AB
65,B,receive,ID_B,K_AB
66,B,receive,N_B^'+1,K_AB
67,B,decrypt,ID_B,K_AB
68,B,decrypt,N_B^'+1,K_AB
69,B,send,K_AB,
70,A,receive,K_AB,
