pp,ap,mp,kp
A,new,N_A, 
A,send,ID_A, 
A,send,ID_B, 
A,send,N_A, 
B,receive,ID_A, 
B,receive,ID_B, 
B,receive,N_A, 
B,encrypt,ID_B,K_BS
B,encrypt,ID_S,K_BS
B,encrypt,ID_A,K_BS
B,encrypt,K_AB,K_BS
B,encrypt,ID_B,K_BS
B,encrypt,N_A,K_BS
B,new,N_B, 
B,encrypt,ID_B,K_AB
B,encrypt,ID_A,K_AB
B,encrypt,N_A,K_AB
B,send,ID_B,K_BS
B,send,ID_S,K_BS
B,send,ID_A,K_BS
B,send,K_AB,K_BS
B,send,ID_B,K_BS
B,send,N_A,K_BS
B,send,N_B, 
B,send,ID_B,K_AB
B,send,ID_A,K_AB
B,send,N_A,K_AB
S,receive,ID_B,K_BS
S,receive,ID_S,K_BS
S,receive,ID_A,K_BS
S,receive,K_AB,K_BS
S,receive,ID_B,K_BS
S,receive,N_A,K_BS
S,receive,N_B, 
S,receive,ID_B,K_AB
S,receive,ID_A,K_AB
S,receive,N_A,K_AB
S,decrypt,ID_B,K_BS
S,decrypt,ID_S,K_BS
S,decrypt,ID_A,K_BS
S,decrypt,K_AB,K_BS
S,decrypt,ID_B,K_BS
S,decrypt,N_A,K_BS
S,encrypt,ID_S,K_AS
S,encrypt,ID_A,K_AS
S,encrypt,ID_A,K_AS
S,encrypt,K_AB,K_AS
S,encrypt,ID_B,K_AS
S,encrypt,ID_B,K_AB
S,encrypt,ID_A,K_AB
S,encrypt,N_A,K_AB
S,send,ID_S,K_AS
S,send,ID_A,K_AS
S,send,ID_A,K_AS
S,send,K_AB,K_AS
S,send,ID_B,K_AS
S,send,N_B, 
S,send,ID_B,K_AB
S,send,ID_A,K_AB
S,send,N_A,K_AB
A,receive,ID_S,K_AS
A,receive,ID_A,K_AS
A,receive,ID_A,K_AS
A,receive,K_AB,K_AS
A,receive,ID_B,K_AS
A,receive,N_B, 
A,receive,ID_B,K_AB
A,receive,ID_A,K_AB
A,receive,N_A,K_AB
A,decrypt,ID_S,K_AS
A,decrypt,ID_A,K_AS
A,decrypt,ID_A,K_AS
A,decrypt,K_AB,K_AS
A,decrypt,ID_B,K_AS
A,decrypt,ID_B,K_AB
A,decrypt,ID_A,K_AB
A,decrypt,N_A,K_AB
A,encrypt,ID_A,K_AB
A,encrypt,ID_B,K_AB
A,encrypt,N_B,K_AB
A,send,ID_A,K_AB
A,send,ID_B,K_AB
A,send,N_B,K_AB
B,receive,ID_A,K_AB
B,receive,ID_B,K_AB
B,receive,N_B,K_AB
B,decrypt,ID_A,K_AB
B,decrypt,ID_B,K_AB
B,decrypt,N_B,K_AB
