,pp,ap,mp,kp
0,A,send,ID_A,
1,A,send,ID_B,
2,S,receive,ID_A,
3,S,receive,ID_B,
4,S,new,N_S,
5,S,encrypt,K_AS,Pub_A
6,S,send,ID_A,
7,S,send,ID_B,
8,S,send,N_S,
9,S,send,K_AS,Pub_A
10,S,send,K_BS,Pub_B
11,S,send,ID_S,
12,A,receive,ID_A,
13,A,receive,ID_B,
14,A,receive,N_S,
15,A,receive,K_AS,Pub_A
16,A,receive,K_BS,Pub_B
17,A,receive,ID_S,
18,A,decrypt,K_AS,Pri_A
19,A,encrypt,ID_A,K_AS
20,A,encrypt,ID_B,K_AS
21,A,new,N_A,
22,A,encrypt,N_A,K_AS
23,A,new,N_A^',
24,A,encrypt,N_A^',K_AS
25,A,encrypt,N_S,K_AS
26,A,send,ID_A,K_AS
27,A,send,ID_B,K_AS
28,A,send,N_A,K_AS
29,A,send,N_A^',K_AS
30,A,send,N_S,K_AS
31,A,send,N_S,
32,A,send,K_BS,
33,B,receive,ID_A,K_AS
34,B,receive,ID_B,K_AS
35,B,receive,N_A,K_AS
36,B,receive,N_A^',K_AS
37,B,receive,N_S,K_AS
38,B,receive,N_S,
39,B,receive,K_BS,
40,B,encrypt,ID_A,K_AS
41,B,encrypt,ID_B,K_AS
42,B,encrypt,N_A,K_AS
43,B,encrypt,N_A^',K_AS
44,B,encrypt,N_S,K_AS
45,B,encrypt,ID_B,K_BS
46,B,encrypt,ID_A,K_BS
47,B,new,N_B,
48,B,encrypt,N_B,K_BS
49,B,new,N_B^',
50,B,encrypt,N_B^',K_BS
51,B,encrypt,N_S,K_BS
52,B,send,ID_A,K_AS
53,B,send,ID_B,K_AS
54,B,send,N_A,K_AS
55,B,send,N_A^',K_AS
56,B,send,N_S,K_AS
57,B,send,ID_B,K_BS
58,B,send,ID_A,K_BS
59,B,send,N_B,K_BS
60,B,send,N_B^',K_BS
61,B,send,N_S,K_BS
62,S,receive,ID_A,K_AS
63,S,receive,ID_B,K_AS
64,S,receive,N_A,K_AS
65,S,receive,N_A^',K_AS
66,S,receive,N_S,K_AS
67,S,receive,ID_B,K_BS
68,S,receive,ID_A,K_BS
69,S,receive,N_B,K_BS
70,S,receive,N_B^',K_BS
71,S,receive,N_S,K_BS
72,S,decrypt,ID_A,K_AS
73,S,decrypt,ID_B,K_AS
74,S,decrypt,N_A,K_AS
75,S,decrypt,N_A^',K_AS
76,S,decrypt,N_S,K_AS
77,S,decrypt,ID_B,K_BS
78,S,decrypt,ID_A,K_BS
79,S,decrypt,N_B,K_BS
80,S,decrypt,N_B^',K_BS
81,S,decrypt,N_S,K_BS
82,S,encrypt,ID_A,K_BS
83,S,encrypt,N_B,K_BS
84,S,encrypt,K_AB,K_BS
85,S,encrypt,N_B^',K_BS
86,S,encrypt,ID_B,K_AS
87,S,encrypt,N_A,K_AS
88,S,encrypt,K_AB,K_AS
89,S,encrypt,N_A^',K_AS
90,S,send,ID_A,K_BS
91,S,send,N_B,K_BS
92,S,send,K_AB,K_BS
93,S,send,N_B^',K_BS
94,S,send,ID_B,K_AS
95,S,send,N_A,K_AS
96,S,send,K_AB,K_AS
97,S,send,N_A^',K_AS
98,B,receive,ID_A,K_BS
99,B,receive,N_B,K_BS
100,B,receive,K_AB,K_BS
101,B,receive,N_B^',K_BS
102,B,receive,ID_B,K_AS
103,B,receive,N_A,K_AS
104,B,receive,K_AB,K_AS
105,B,receive,N_A^',K_AS
106,B,decrypt,ID_A,K_BS
107,B,decrypt,N_B,K_BS
108,B,decrypt,K_AB,K_BS
109,B,decrypt,N_B^',K_BS
110,B,encrypt,ID_B,K_AS
111,B,encrypt,N_A,K_AS
112,B,encrypt,K_AB,K_AS
113,B,encrypt,N_A^',K_AS
114,B,encrypt,N_B^',K_AB
115,B,encrypt,N_S,K_AB
116,B,send,ID_B,K_AS
117,B,send,N_A,K_AS
118,B,send,K_AB,K_AS
119,B,send,N_A^',K_AS
120,B,send,N_B^',K_AB
121,B,send,N_S,K_AB
122,A,receive,ID_B,K_AS
123,A,receive,N_A,K_AS
124,A,receive,K_AB,K_AS
125,A,receive,N_A^',K_AS
126,A,receive,N_B^',K_AB
127,A,receive,N_S,K_AB
128,A,decrypt,ID_B,K_AS
129,A,decrypt,N_A,K_AS
130,A,decrypt,K_AB,K_AS
131,A,decrypt,N_A^',K_AS
132,A,decrypt,N_B^',K_AB
133,A,decrypt,N_S,K_AB
134,A,hash,N_B^',
135,A,encrypt,N_B^',K_AB
136,A,send,N_B^',K_AB
137,B,receive,N_B^',K_AB
138,B,decrypt,N_B^',K_AB
