,pp,ap,mp,kp
0,A,new,N_A,
1,A,new,N_A^',
2,A,send,ID_A,
3,A,send,ID_B,
4,A,send,N_A,
5,A,send,N_A^',
6,S,receive,ID_A,
7,S,receive,ID_B,
8,S,receive,N_A,
9,S,receive,N_A^',
10,S,encrypt,ID_B,K_AS
11,S,encrypt,K_AB,K_AS
12,S,new,T_S,
13,S,encrypt,T_S,K_AS
14,S,send,ID_B,K_AS
15,S,send,K_AB,K_AS
16,S,send,T_S,K_AS
17,A,receive,ID_B,K_AS
18,A,receive,K_AB,K_AS
19,A,receive,T_S,K_AS
20,A,decrypt,ID_B,K_AS
21,A,decrypt,K_AB,K_AS
22,A,decrypt,T_S,K_AS
23,S,encrypt,ID_A,K_BS
24,S,encrypt,K_AB,K_BS
25,S,encrypt,T_S,K_BS
26,S,send,ID_A,K_BS
27,S,send,K_AB,K_BS
28,S,send,T_S,K_BS
29,B,receive,ID_A,K_BS
30,B,receive,K_AB,K_BS
31,B,receive,T_S,K_BS
32,B,decrypt,ID_A,K_BS
33,B,decrypt,K_AB,K_BS
34,B,decrypt,T_S,K_BS
