,pp,ap,mp,kp
0,A,new,N_A,
1,A,new,N_A^',
2,A,send,N_A,
3,A,send,ID_A,
4,A,send,N_A^',
5,B,receive,N_A,
6,B,receive,ID_A,
7,B,receive,N_A^',
8,B,new,N_B,
9,B,send,N_A,
10,B,send,ID_A,
11,B,send,N_B,
12,B,send,ID_B,
13,S,receive,N_A,
14,S,receive,ID_A,
15,S,receive,N_B,
16,S,receive,ID_B,
17,S,encrypt,ID_S,K_BS
18,S,encrypt,ID_B,K_BS
19,S,encrypt,ID_A,K_BS
20,S,encrypt,K_AB,K_BS
21,S,encrypt,ID_B,K_BS
22,S,encrypt,N_B,K_BS
23,S,send,ID_S,K_BS
24,S,send,ID_B,K_BS
25,S,send,ID_A,K_BS
26,S,send,K_AB,K_BS
27,S,send,ID_B,K_BS
28,S,send,N_B,K_BS
29,B,receive,ID_S,K_BS
30,B,receive,ID_B,K_BS
31,B,receive,ID_A,K_BS
32,B,receive,K_AB,K_BS
33,B,receive,ID_B,K_BS
34,B,receive,N_B,K_BS
35,B,decrypt,ID_S,K_BS
36,B,decrypt,ID_B,K_BS
37,B,decrypt,ID_A,K_BS
38,B,decrypt,K_AB,K_BS
39,B,decrypt,ID_B,K_BS
40,B,decrypt,N_B,K_BS
41,S,encrypt,ID_S,K_AS
42,S,encrypt,ID_A,K_AS
43,S,encrypt,ID_A,K_AS
44,S,encrypt,K_AB,K_AS
45,S,encrypt,ID_B,K_AS
46,S,encrypt,N_A,K_AS
47,S,send,ID_S,K_AS
48,S,send,ID_A,K_AS
49,S,send,ID_A,K_AS
50,S,send,K_AB,K_AS
51,S,send,ID_B,K_AS
52,S,send,N_A,K_AS
53,S,send,N_B,
54,A,receive,ID_S,K_AS
55,A,receive,ID_A,K_AS
56,A,receive,ID_A,K_AS
57,A,receive,K_AB,K_AS
58,A,receive,ID_B,K_AS
59,A,receive,N_A,K_AS
60,A,receive,N_B,
61,A,decrypt,ID_S,K_AS
62,A,decrypt,ID_A,K_AS
63,A,decrypt,ID_A,K_AS
64,A,decrypt,K_AB,K_AS
65,A,decrypt,ID_B,K_AS
66,A,decrypt,N_A,K_AS
67,A,encrypt,ID_B,K_AB
68,A,encrypt,ID_A,K_AB
69,A,encrypt,N_B,K_AB
70,A,send,ID_B,K_AB
71,A,send,ID_A,K_AB
72,A,send,N_B,K_AB
73,B,receive,ID_B,K_AB
74,B,receive,ID_A,K_AB
75,B,receive,N_B,K_AB
76,B,decrypt,ID_B,K_AB
77,B,decrypt,ID_A,K_AB
78,B,decrypt,N_B,K_AB
79,B,encrypt,ID_A,K_AB
80,B,encrypt,ID_B,K_AB
81,B,encrypt,N_A,K_AB
82,B,send,ID_A,K_AB
83,B,send,ID_B,K_AB
84,B,send,N_A,K_AB
85,A,receive,ID_A,K_AB
86,A,receive,ID_B,K_AB
87,A,receive,N_A,K_AB
88,A,decrypt,ID_A,K_AB
89,A,decrypt,ID_B,K_AB
90,A,decrypt,N_A,K_AB
