,pp,ap,mp,kp
0,A,new,N_A,
1,A,sign,ID_A,Pri_A
2,A,sign,ID_B,Pri_A
3,A,sign,Password_A,Pri_A
4,A,new,N_A^',
5,A,send,ID_A,
6,A,send,N_A,
7,A,send,Password_A,
8,A,send,ID_A,Pri_A
9,A,send,ID_B,Pri_A
10,A,send,Password_A,Pri_A
11,A,send,N_A^',
12,B,receive,ID_A,
13,B,receive,N_A,
14,B,receive,Password_A,
15,B,receive,ID_A,Pri_A
16,B,receive,ID_B,Pri_A
17,B,receive,Password_A,Pri_A
18,B,receive,N_A^',
19,B,verify,ID_A,Pub_A
20,B,verify,ID_B,Pub_A
21,B,verify,Password_A,Pub_A
22,B,new,N_B,
23,B,sign,ID_B,Pri_B
24,B,sign,ID_A,Pri_B
25,B,sign,Password_B,Pri_B
26,B,send,ID_B,
27,B,send,N_B,
28,B,send,Password_B,
29,B,send,ID_B,Pri_B
30,B,send,ID_A,Pri_B
31,B,send,Password_B,Pri_B
32,A,receive,ID_B,
33,A,receive,N_B,
34,A,receive,Password_B,
35,A,receive,ID_B,Pri_B
36,A,receive,ID_A,Pri_B
37,A,receive,Password_B,Pri_B
38,A,verify,ID_B,Pub_B
39,A,verify,ID_A,Pub_B
40,A,verify,Password_B,Pub_B
41,A,hash,N_B,
42,A,hash,Password_B,
43,A,send,N_B,
44,A,send,Password_B,
45,B,receive,N_B,
46,B,receive,Password_B,
47,B,hash,N_A,
48,B,hash,Password_A,
49,B,send,N_A,
50,B,send,Password_A,
51,A,receive,N_A,
52,A,receive,Password_A,
