,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,Cert_A,
2,A,send,N_A,
3,B,receive,Cert_A,
4,B,receive,N_A,
5,B,new,N_B,
6,B,encrypt,N_B,Pub_A
7,B,encrypt,a^x,Pub_A
8,B,sign,N_A,Pri_B
9,B,encrypt,N_B,Pub_A
10,B,sign,N_B,Pri_B
11,B,encrypt,a^x,Pub_A
12,B,sign,a^x,Pri_B
13,B,send,N_B,Pub_A
14,B,send,a^x,Pub_A
15,B,send,Cert_B,
16,B,send,N_A,Pri_B
17,B,send,N_B,Pub_A Pri_B
18,B,send,a^x,Pub_A Pri_B
19,A,receive,N_B,Pub_A
20,A,receive,a^x,Pub_A
21,A,receive,Cert_B,
22,A,receive,N_A,Pri_B
23,A,receive,N_B,Pub_A Pri_B
24,A,receive,a^x,Pub_A Pri_B
25,A,decrypt,N_B,Pri_A
26,A,decrypt,a^x,Pri_A
27,A,verify,N_A,Pub_B
28,A,decrypt,N_B,Pri_A
29,A,verify,N_B,Pub_B
30,A,decrypt,a^x,Pri_A
31,A,verify,a^x,Pub_B
32,A,encrypt,N_A,Pub_B
33,A,encrypt,a^y,Pub_B
34,A,encrypt,N_A,Pub_B
35,A,sign,N_A,Pri_A
36,A,encrypt,a^y,Pub_B
37,A,sign,a^y,Pri_A
38,A,encrypt,N_B+1,Pub_A
39,A,sign,N_B+1,Pri_A
40,A,encrypt,a^x,Pub_A
41,A,sign,a^x,Pri_A
42,A,send,N_A,Pub_B
43,A,send,a^y,Pub_B
44,A,send,N_A,Pub_B Pri_A
45,A,send,a^y,Pub_B Pri_A
46,A,send,N_B+1,Pub_A Pri_A
47,A,send,a^x,Pub_A Pri_A
48,B,receive,N_A,Pub_B
49,B,receive,a^y,Pub_B
50,B,receive,N_A,Pub_B Pri_A
51,B,receive,a^y,Pub_B Pri_A
52,B,receive,N_B+1,Pub_A Pri_A
53,B,receive,a^x,Pub_A Pri_A
54,B,decrypt,N_A,Pri_B
55,B,decrypt,a^y,Pri_B
56,B,decrypt,N_A,Pri_B
57,B,verify,N_A,Pub_A
58,B,decrypt,a^y,Pri_B
59,B,verify,a^y,Pub_A
60,B,verify,N_B+1,Pub_A
61,B,verify,a^x,Pub_A
