,pp,ap,mp,kp
0,A,new,N_A^',
1,A,send,ID_A,
2,A,send,ID_B,
3,A,send,N_A^',
4,B,receive,ID_A,
5,B,receive,ID_B,
6,B,receive,N_A^',
7,B,encrypt,ID_A,K_AB
8,B,encrypt,Cert_B,K_AB
9,B,new,N_B,
10,B,encrypt,N_B,K_AB
11,B,new,N_B^',
12,B,send,ID_B,
13,B,send,ID_A,
14,B,send,ID_A,K_AB
15,B,send,Cert_B,K_AB
16,B,send,N_B,K_AB
17,B,send,N_B^',
18,A,receive,ID_B,
19,A,receive,ID_A,
20,A,receive,ID_A,K_AB
21,A,receive,Cert_B,K_AB
22,A,receive,N_B,K_AB
23,A,receive,N_B^',
24,A,decrypt,ID_A,K_AB
25,A,decrypt,Cert_B,K_AB
26,A,decrypt,N_B,K_AB
27,A,encrypt,ID_B,K_AB
28,A,encrypt,K_AB,K_AB
29,A,encrypt,N_B,K_AB
30,A,new,N_A,
31,A,encrypt,N_A,K_AB
32,A,send,ID_A,
33,A,send,ID_B,
34,A,send,ID_B,K_AB
35,A,send,K_AB,K_AB
36,A,send,N_B,K_AB
37,A,send,N_A,K_AB
38,B,receive,ID_A,
39,B,receive,ID_B,
40,B,receive,ID_B,K_AB
41,B,receive,K_AB,K_AB
42,B,receive,N_B,K_AB
43,B,receive,N_A,K_AB
44,B,decrypt,ID_B,K_AB
45,B,decrypt,K_AB,K_AB
46,B,decrypt,N_B,K_AB
47,B,decrypt,N_A,K_AB
48,B,encrypt,ID_A,K_AB
49,B,encrypt,K_AB^',K_AB
50,B,encrypt,N_A,K_AB
51,B,send,ID_B,
52,B,send,ID_A,
53,B,send,ID_A,K_AB
54,B,send,K_AB^',K_AB
55,B,send,N_A,K_AB
56,A,receive,ID_B,
57,A,receive,ID_A,
58,A,receive,ID_A,K_AB
59,A,receive,K_AB^',K_AB
60,A,receive,N_A,K_AB
61,A,decrypt,ID_A,K_AB
62,A,decrypt,K_AB^',K_AB
63,A,decrypt,N_A,K_AB
