,pp,ap,mp,kp
0,A,encrypt,ID_A,K_AS
1,A,encrypt,ID_S,K_AS
2,A,encrypt,ID_A,K_AS
3,A,encrypt,a^x,K_AS
4,A,encrypt,ID_B,K_AS
5,A,new,T_A,
6,A,encrypt,T_A,K_AS
7,A,new,N_A,
8,A,new,N_A^',
9,A,send,ID_A,
10,A,send,ID_B,
11,A,send,ID_A,K_AS
12,A,send,ID_S,K_AS
13,A,send,ID_A,K_AS
14,A,send,a^x,K_AS
15,A,send,ID_B,K_AS
16,A,send,T_A,K_AS
17,A,send,N_A,
18,A,send,N_A^',
19,S,receive,ID_A,
20,S,receive,ID_B,
21,S,receive,ID_A,K_AS
22,S,receive,ID_S,K_AS
23,S,receive,ID_A,K_AS
24,S,receive,a^x,K_AS
25,S,receive,ID_B,K_AS
26,S,receive,T_A,K_AS
27,S,receive,N_A,
28,S,receive,N_A^',
29,S,decrypt,ID_A,K_AS
30,S,decrypt,ID_S,K_AS
31,S,decrypt,ID_A,K_AS
32,S,decrypt,a^x,K_AS
33,S,decrypt,ID_B,K_AS
34,S,decrypt,T_A,K_AS
35,S,encrypt,ID_S,K_BS
36,S,encrypt,ID_B,K_BS
37,S,encrypt,ID_A,K_BS
38,S,encrypt,a^x,K_BS
39,S,encrypt,ID_B,K_BS
40,S,new,T_S,
41,S,encrypt,T_S,K_BS
42,S,send,ID_S,K_BS
43,S,send,ID_B,K_BS
44,S,send,ID_A,K_BS
45,S,send,a^x,K_BS
46,S,send,ID_B,K_BS
47,S,send,T_S,K_BS
48,B,receive,ID_S,K_BS
49,B,receive,ID_B,K_BS
50,B,receive,ID_A,K_BS
51,B,receive,a^x,K_BS
52,B,receive,ID_B,K_BS
53,B,receive,T_S,K_BS
54,B,decrypt,ID_S,K_BS
55,B,decrypt,ID_B,K_BS
56,B,decrypt,ID_A,K_BS
57,B,decrypt,a^x,K_BS
58,B,decrypt,ID_B,K_BS
59,B,decrypt,T_S,K_BS
60,B,encrypt,ID_B,K_BS
61,B,encrypt,ID_S,K_BS
62,B,encrypt,ID_B,K_BS
63,B,encrypt,a^y,K_BS
64,B,encrypt,ID_A,K_BS
65,B,new,T_B,
66,B,encrypt,T_B,K_BS
67,B,new,N_B,
68,B,send,ID_B,K_BS
69,B,send,ID_S,K_BS
70,B,send,ID_B,K_BS
71,B,send,a^y,K_BS
72,B,send,ID_A,K_BS
73,B,send,T_B,K_BS
74,B,send,N_B,
75,S,receive,ID_B,K_BS
76,S,receive,ID_S,K_BS
77,S,receive,ID_B,K_BS
78,S,receive,a^y,K_BS
79,S,receive,ID_A,K_BS
80,S,receive,T_B,K_BS
81,S,receive,N_B,
82,S,decrypt,ID_B,K_BS
83,S,decrypt,ID_S,K_BS
84,S,decrypt,ID_B,K_BS
85,S,decrypt,a^y,K_BS
86,S,decrypt,ID_A,K_BS
87,S,decrypt,T_B,K_BS
88,S,encrypt,ID_S,K_AS
89,S,encrypt,ID_A,K_AS
90,S,encrypt,ID_B,K_AS
91,S,encrypt,a^y,K_AS
92,S,encrypt,ID_A,K_AS
93,S,encrypt,T_S,K_AS
94,S,send,ID_S,K_AS
95,S,send,ID_A,K_AS
96,S,send,ID_B,K_AS
97,S,send,a^y,K_AS
98,S,send,ID_A,K_AS
99,S,send,T_S,K_AS
100,A,receive,ID_S,K_AS
101,A,receive,ID_A,K_AS
102,A,receive,ID_B,K_AS
103,A,receive,a^y,K_AS
104,A,receive,ID_A,K_AS
105,A,receive,T_S,K_AS
106,A,decrypt,ID_S,K_AS
107,A,decrypt,ID_A,K_AS
108,A,decrypt,ID_B,K_AS
109,A,decrypt,a^y,K_AS
110,A,decrypt,ID_A,K_AS
111,A,decrypt,T_S,K_AS
