,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,ID_A,
2,A,send,Password_A,Pub_S
3,A,send,N_A,Pub_S
4,A,send,ID_B,Pub_S
5,B,receive,ID_A,
6,B,receive,Password_A,Pub_S
7,B,receive,N_A,Pub_S
8,B,receive,ID_B,Pub_S
9,B,encrypt,Password_A,Pub_S
10,B,encrypt,N_A,Pub_S
11,B,encrypt,ID_B,Pub_S
12,B,encrypt,Password_B,Pub_S
13,B,new,N_B,
14,B,encrypt,N_B,Pub_S
15,B,encrypt,ID_A,Pub_S
16,B,new,N_B^',
17,B,send,ID_A,
18,B,send,ID_B,
19,B,send,Password_A,Pub_S
20,B,send,N_A,Pub_S
21,B,send,ID_B,Pub_S
22,B,send,Password_B,Pub_S
23,B,send,N_B,Pub_S
24,B,send,ID_A,Pub_S
25,B,send,N_B^',
26,S,receive,ID_A,
27,S,receive,ID_B,
28,S,receive,Password_A,Pub_S
29,S,receive,N_A,Pub_S
30,S,receive,ID_B,Pub_S
31,S,receive,Password_B,Pub_S
32,S,receive,N_B,Pub_S
33,S,receive,ID_A,Pub_S
34,S,receive,N_B^',
35,S,decrypt,Password_A,Pri_S
36,S,decrypt,N_A,Pri_S
37,S,decrypt,ID_B,Pri_S
38,S,decrypt,Password_B,Pri_S
39,S,decrypt,N_B,Pri_S
40,S,decrypt,ID_A,Pri_S
41,S,encrypt,N_A,K_AS
42,S,encrypt,K_AB,K_AS
43,S,encrypt,N_B,K_BS
44,S,encrypt,K_AB,K_BS
45,S,new,N_S,
46,S,send,N_A,K_AS
47,S,send,K_AB,K_AS
48,S,send,N_B,K_BS
49,S,send,K_AB,K_BS
50,S,send,N_S,
51,A,receive,N_A,K_AS
52,A,receive,K_AB,K_AS
53,A,receive,N_B,K_BS
54,A,receive,K_AB,K_BS
55,A,receive,N_S,
56,A,decrypt,N_A,K_AS
57,A,decrypt,K_AB,K_AS
58,A,encrypt,N_B,K_BS
59,A,encrypt,K_AB,K_BS
60,A,new,N_A^'+1,
61,A,encrypt,N_A^'+1,K_AB
62,A,send,N_B,K_BS
63,A,send,K_AB,K_BS
64,A,send,N_A^'+1,K_AB
65,B,receive,N_B,K_BS
66,B,receive,K_AB,K_BS
67,B,receive,N_A^'+1,K_AB
68,B,decrypt,N_B,K_BS
69,B,decrypt,K_AB,K_BS
70,B,decrypt,N_A^'+1,K_AB
