,pp,ap,mp,kp
0,A,new,N_A,
1,A,hash,K_AB,
2,A,hash,ID_A,
3,A,hash,ID_B,
4,A,hash,N_A,
5,A,send,ID_A,
6,A,send,N_A,
7,A,send,K_AB,
8,A,send,ID_A,
9,A,send,ID_B,
10,A,send,N_A,
11,B,receive,ID_A,
12,B,receive,N_A,
13,B,receive,K_AB,
14,B,receive,ID_A,
15,B,receive,ID_B,
16,B,receive,N_A,
17,B,new,N_B,
18,B,hash,K_BS,
19,B,hash,ID_B,
20,B,hash,ID_A,
21,B,hash,N_A,
22,B,send,ID_A,
23,B,send,N_B,
24,B,send,K_BS,
25,B,send,ID_B,
26,B,send,ID_A,
27,B,send,N_A,
28,A,receive,ID_A,
29,A,receive,N_B,
30,A,receive,K_BS,
31,A,receive,ID_B,
32,A,receive,ID_A,
33,A,receive,N_A,
34,A,hash,K_BS,
35,A,hash,ID_B,
36,A,hash,ID_A,
37,A,hash,N_A,
38,A,send,N_A,
39,A,send,K_BS,
40,A,send,ID_B,
41,A,send,ID_A,
42,A,send,N_A,
43,S,receive,N_A,
44,S,receive,K_BS,
45,S,receive,ID_B,
46,S,receive,ID_A,
47,S,receive,N_A,
48,S,hash,K_AS,
49,S,hash,ID_A,
50,S,hash,ID_B,
51,S,hash,N_A,
52,S,send,K_AS,
53,S,send,ID_A,
54,S,send,ID_B,
55,S,send,N_A,
56,S,send,ID_S,
57,A,receive,K_AS,
58,A,receive,ID_A,
59,A,receive,ID_B,
60,A,receive,N_A,
61,A,receive,ID_S,
62,A,hash,K_AB,
63,A,hash,ID_A,
64,A,hash,ID_B,
65,A,hash,N_B,
66,A,send,K_AB,
67,A,send,ID_A,
68,A,send,ID_B,
69,A,send,N_B,
70,B,receive,K_AB,
71,B,receive,ID_A,
72,B,receive,ID_B,
73,B,receive,N_B,
