,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,ID_A,
2,A,send,N_A,
3,B,receive,ID_A,
4,B,receive,N_A,
5,B,new,N_B,
6,B,hash,N_B,hK_AB
7,B,sign,N_B,Pri_B
8,B,hash,N_A,hK_AB
9,B,sign,N_A,Pri_B
10,B,hash,ID_A,hK_AB
11,B,sign,ID_A,Pri_B
12,B,hash,ID_B,hK_AB
13,B,sign,ID_B,Pri_B
14,B,send,ID_A,
15,B,send,N_B,
16,B,send,N_B,hK_AB Pri_B
17,B,send,N_A,hK_AB Pri_B
18,B,send,ID_A,hK_AB Pri_B
19,B,send,ID_B,hK_AB Pri_B
20,A,receive,ID_A,
21,A,receive,N_B,
22,A,receive,N_B,hK_AB Pri_B
23,A,receive,N_A,hK_AB Pri_B
24,A,receive,ID_A,hK_AB Pri_B
25,A,receive,ID_B,hK_AB Pri_B
26,A,decrypt,N_B,hK_AB
27,A,verify,N_B,Pub_B
28,A,decrypt,N_A,hK_AB
29,A,verify,N_A,Pub_B
30,A,decrypt,ID_A,hK_AB
31,A,verify,ID_A,Pub_B
32,A,decrypt,ID_B,hK_AB
33,A,verify,ID_B,Pub_B
34,A,hash,N_B,hK_AB
35,A,sign,N_B,Pri_A
36,A,hash,ID_B,hK_AB
37,A,sign,ID_B,Pri_A
38,A,hash,ID_A,hK_AB
39,A,sign,ID_A,Pri_A
40,A,send,ID_B,
41,A,send,N_B,hK_AB Pri_A
42,A,send,ID_B,hK_AB Pri_A
43,A,send,ID_A,hK_AB Pri_A
44,B,receive,ID_B,
45,B,receive,N_B,hK_AB Pri_A
46,B,receive,ID_B,hK_AB Pri_A
47,B,receive,ID_A,hK_AB Pri_A
48,B,decrypt,N_B,hK_AB
49,B,verify,N_B,Pub_A
50,B,decrypt,ID_B,hK_AB
51,B,verify,ID_B,Pub_A
52,B,decrypt,ID_A,hK_AB
53,B,verify,ID_A,Pub_A
