,pp,ap,mp,kp
0,A,encrypt,a^x,Pub_S
1,A,encrypt,Password_A,Pub_S
2,A,new,N_A,
3,A,send,ID_A,
4,A,send,a^x,Pub_S
5,A,send,Password_A,Pub_S
6,A,send,N_A,
7,S,receive,ID_A,
8,S,receive,a^x,Pub_S
9,S,receive,Password_A,Pub_S
10,S,receive,N_A,
11,S,decrypt,a^x,Pri_S
12,S,decrypt,Password_A,Pri_S
13,S,hash,a^y,
14,S,send,a^x,
15,S,send,a^y,
16,S,send,a^y,
17,A,receive,a^x,
18,A,receive,a^y,
19,A,receive,a^y,
20,A,hash,a^x,
21,A,hash,a^y,
22,A,send,ID_A,
23,A,send,a^x,
24,A,send,a^y,
25,S,receive,ID_A,
26,S,receive,a^x,
27,S,receive,a^y,
