,pp,ap,mp,kp
0,A,new,N_A,
1,A,send,ID_A,
2,A,send,a^x,
3,A,send,N_A,
4,B,receive,ID_A,
5,B,receive,a^x,
6,B,receive,N_A,
7,B,sign,a^y,Pri_B
8,B,sign,a^x,Pri_B
9,B,sign,ID_B,Pri_B
10,B,sign,ID_A,Pri_B
11,B,hash,a^y,hK_AB
12,B,hash,a^x,hK_AB
13,B,send,Cert_B,
14,B,send,a^y,
15,B,send,a^y,Pri_B
16,B,send,a^x,Pri_B
17,B,send,ID_B,Pri_B
18,B,send,ID_A,Pri_B
19,B,send,a^y,hK_AB
20,B,send,a^x,hK_AB
21,A,receive,Cert_B,
22,A,receive,a^y,
23,A,receive,a^y,Pri_B
24,A,receive,a^x,Pri_B
25,A,receive,ID_B,Pri_B
26,A,receive,ID_A,Pri_B
27,A,receive,a^y,hK_AB
28,A,receive,a^x,hK_AB
29,A,verify,a^y,Pub_B
30,A,verify,a^x,Pub_B
31,A,verify,ID_B,Pub_B
32,A,verify,ID_A,Pub_B
33,A,decrypt,a^y,hK_AB
34,A,decrypt,a^x,hK_AB
35,A,sign,a^x,Pri_A
36,A,sign,a^y,Pri_A
37,A,sign,ID_A,Pri_A
38,A,sign,ID_B,Pri_A
39,A,hash,a^x,hK_AB
40,A,hash,a^y,hK_AB
41,A,send,Cert_A,
42,A,send,a^x,Pri_A
43,A,send,a^y,Pri_A
44,A,send,ID_A,Pri_A
45,A,send,ID_B,Pri_A
46,A,send,a^x,hK_AB
47,A,send,a^y,hK_AB
48,B,receive,Cert_A,
49,B,receive,a^x,Pri_A
50,B,receive,a^y,Pri_A
51,B,receive,ID_A,Pri_A
52,B,receive,ID_B,Pri_A
53,B,receive,a^x,hK_AB
54,B,receive,a^y,hK_AB
55,B,verify,a^x,Pub_A
56,B,verify,a^y,Pub_A
57,B,verify,ID_A,Pub_A
58,B,verify,ID_B,Pub_A
59,B,decrypt,a^x,hK_AB
60,B,decrypt,a^y,hK_AB
